Sl no.	District Name	Market Name	Commodity	Variety	Grade	Min Price (Rs./Quintal)	Max Price (Rs./Quintal)	Modal Price (Rs./Quintal)	Price Date
322	Bhopal	Berasia	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4555	4555	4555	08-Jan-22
323	Bhopal	Berasia	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4595	4595	4595	05-Jan-22
324	Bhopal	Berasia	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4280	4280	4280	04-Jan-22
325	Bhopal	Berasia	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4285	4935	4400	03-Jan-22
326	Betul	Bhensdehi	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5600	5600	5600	10-Jun-22
327	Betul	Bhensdehi	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5700	5700	5700	06-May-22
328	Betul	Bhensdehi	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5600	5900	5800	23-Mar-22
329	Betul	Bhensdehi	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5600	5800	5750	22-Feb-22
330	Betul	Bhensdehi	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5600	5800	5700	21-Feb-22
331	Betul	Bhensdehi	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5301	5301	5301	19-Feb-22
332	Chhatarpur	Chhatarpur	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	2125	2125	2125	11-Apr-22
333	Chhindwara	Chhindwara	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4211	4390	4290	02-May-22
334	Chhindwara	Chhindwara	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4000	6090	5500	12-Apr-22
335	Chhindwara	Chhindwara	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5000	5475	5200	07-Feb-22
336	Indore	Gautampura	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	1800	2250	1925	08-Jun-22
337	Indore	Gautampura	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	2000	2000	2000	05-Feb-22
338	Sagar	Jaisinagar	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	1511	1511	1511	03-Jan-22
339	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5300	5300	5300	15-Jun-22
340	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4500	5240	5100	14-Jun-22
341	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4800	4800	4800	06-Jun-22
342	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4790	4900	4900	03-Jun-22
343	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4901	4951	4951	02-Jun-22
344	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5126	5126	5126	01-Jun-22
345	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5100	5100	5100	26-May-22
346	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5000	5500	5301	24-May-22
347	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4600	5121	5121	23-May-22
348	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5000	5510	5190	20-May-22
349	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4401	5081	4726	09-May-22
350	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5500	6501	6501	07-May-22
351	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5000	5000	5000	06-May-22
352	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4800	5000	5000	29-Apr-22
353	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4501	4501	4501	27-Apr-22
354	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5000	5530	5530	22-Apr-22
355	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5125	5303	5290	18-Apr-22
356	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4250	5000	5000	16-Apr-22
357	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5099	5099	5099	12-Apr-22
358	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5000	5000	5000	08-Apr-22
359	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4500	4500	4500	07-Apr-22
360	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5000	5000	5000	05-Apr-22
361	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4800	4800	4800	04-Apr-22
362	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5500	5500	5500	29-Mar-22
363	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5111	5401	5401	23-Mar-22
364	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5500	5500	5500	15-Mar-22
365	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5200	5200	5200	14-Mar-22
366	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5950	5950	5950	10-Mar-22
367	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	6160	6160	6160	09-Mar-22
368	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5801	6124	6124	08-Mar-22
369	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5781	6000	5899	07-Mar-22
370	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5500	6100	6000	05-Mar-22
371	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5210	6080	6000	04-Mar-22
372	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5750	6130	5831	03-Mar-22
373	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5200	6445	6276	24-Feb-22
374	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	6000	6325	6141	23-Feb-22
375	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5601	6265	6161	22-Feb-22
376	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5001	6137	5903	21-Feb-22
377	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	6128	6252	6181	18-Feb-22
378	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5900	6415	6239	17-Feb-22
379	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	6200	6301	6250	15-Feb-22
380	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	3000	5835	5550	14-Feb-22
381	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5499	5775	5696	12-Feb-22
382	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5310	5790	5520	09-Feb-22
383	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5101	5690	5400	07-Feb-22
384	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5432	5514	5514	05-Feb-22
385	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5265	5551	5450	03-Feb-22
386	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5355	5560	5450	02-Feb-22
387	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4400	5581	5561	31-Jan-22
388	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5420	5700	5600	29-Jan-22
389	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5400	5695	5600	28-Jan-22
390	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5486	5800	5625	27-Jan-22
391	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5200	5750	5580	25-Jan-22
392	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5300	5451	5400	18-Jan-22
393	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5010	5520	5280	17-Jan-22
394	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4816	5453	5176	13-Jan-22
395	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5462	5462	5462	12-Jan-22
396	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5070	5211	5151	11-Jan-22
397	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4885	5151	5016	10-Jan-22
398	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4999	5058	5003	06-Jan-22
399	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4600	4600	4600	05-Jan-22
400	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5041	5041	5041	03-Jan-22
401	Raisen	Obedullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5350	5350	5350	24-Jun-22
402	Raisen	Obedullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5801	5801	5801	22-Jun-22
403	Raisen	Obedullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4900	5140	5140	16-Jun-22
404	Raisen	Obedullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5201	5700	5700	13-May-22
405	Raisen	Obedullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5800	5800	5800	04-May-22
406	Raisen	Obedullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5355	5355	5355	28-Apr-22
407	Raisen	Obedullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5695	5695	5695	06-Apr-22
408	Raisen	Obedullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5500	5550	5530	30-Mar-22
409	Raisen	Obedullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	2905	5641	5350	29-Mar-22
410	Raisen	Obedullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5450	5800	5800	28-Mar-22
411	Raisen	Obedullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5575	5575	5575	21-Mar-22
412	Raisen	Obedullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	6001	6001	6001	16-Mar-22
413	Raisen	Obedullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5405	5405	5405	15-Mar-22
414	Raisen	Obedullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5861	5911	5911	14-Mar-22
415	Raisen	Obedullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5495	5601	5601	12-Mar-22
416	Raisen	Obedullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5811	6061	6061	08-Mar-22
417	Raisen	Obedullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5801	5801	5801	07-Mar-22
418	Raisen	Obedullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5752	5752	5752	05-Mar-22
419	Raisen	Obedullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5645	5645	5645	04-Mar-22
420	Raisen	Obedullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5900	5900	5900	03-Mar-22
421	Raisen	Obedullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4950	4950	4950	28-Feb-22
422	Raisen	Obedullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5470	5470	5470	23-Feb-22
423	Raisen	Obedullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5600	5600	5600	21-Feb-22
424	Raisen	Obedullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4975	4975	4975	17-Feb-22
425	Raisen	Obedullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5691	5691	5691	15-Feb-22
426	Raisen	Obedullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5403	5424	5424	14-Feb-22
427	Raisen	Obedullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4800	4800	4800	11-Feb-22
428	Raisen	Obedullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4600	4600	4600	09-Feb-22
429	Raisen	Obedullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	3700	5200	5200	02-Feb-22
430	Raisen	Obedullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5421	5421	5421	01-Feb-22
431	Raisen	Obedullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4812	4812	4812	28-Jan-22
432	Raisen	Obedullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5466	5466	5466	11-Jan-22
433	Raisen	Obedullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5300	5300	5300	06-Jan-22
434	Raisen	Obedullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4525	4800	4800	05-Jan-22
435	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4955	4955	4955	27-Jun-22
436	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	3700	4400	4000	13-Jun-22
437	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4050	4050	4050	11-Jun-22
438	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4500	5955	5955	10-Jun-22
439	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4100	5005	5005	08-Jun-22
440	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4400	4400	4400	07-Jun-22
441	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4700	4700	4700	01-Jun-22
442	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4900	4900	4900	31-May-22
443	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4600	4800	4800	30-May-22
444	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	3100	3100	3100	19-May-22
445	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5225	5225	5225	10-May-22
446	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4540	4540	4540	09-May-22
447	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5000	5000	5000	05-May-22
448	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4500	5205	5000	30-Apr-22
449	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4800	4800	4800	29-Apr-22
450	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4825	4825	4825	28-Apr-22
451	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4000	4000	4000	23-Apr-22
452	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4000	4000	4000	22-Apr-22
453	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4000	5905	5300	18-Apr-22
454	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5000	5000	5000	11-Apr-22
455	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4400	4400	4400	28-Mar-22
456	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	2500	2500	2500	23-Mar-22
457	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4985	6250	5700	16-Mar-22
458	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	3500	4900	4900	15-Mar-22
459	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4800	5555	5555	14-Mar-22
460	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5705	5705	5705	12-Mar-22
461	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4555	5700	5655	11-Mar-22
462	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5680	6300	6100	10-Mar-22
463	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5300	5800	5700	09-Mar-22
464	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5500	6000	6000	08-Mar-22
465	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5503	6105	6105	07-Mar-22
466	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5000	6105	5605	05-Mar-22
467	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4200	6200	5900	04-Mar-22
468	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5400	6000	5400	03-Mar-22
469	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4200	6235	5680	02-Mar-22
470	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5295	5925	5500	28-Feb-22
471	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4005	5925	5405	24-Feb-22
472	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4000	5865	5400	23-Feb-22
473	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4480	6055	5300	22-Feb-22
474	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4000	5740	5400	21-Feb-22
475	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	3000	5770	5625	19-Feb-22
476	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4000	5550	5450	18-Feb-22
477	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	3900	5900	5400	17-Feb-22
478	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	3995	5655	5450	14-Feb-22
