Sl no.	District Name	Market Name	Commodity	Variety	Grade	Min Price (Rs./Quintal)	Max Price (Rs./Quintal)	Modal Price (Rs./Quintal)	Price Date
479	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4000	5550	5450	12-Feb-22
480	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5400	5600	5600	11-Feb-22
481	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4825	5345	5190	10-Feb-22
482	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4305	5650	5500	09-Feb-22
483	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4000	5480	5425	08-Feb-22
484	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4990	5925	5545	04-Feb-22
485	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5095	5200	5200	03-Feb-22
486	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	3400	5600	5175	02-Feb-22
487	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4760	5780	5645	01-Feb-22
488	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4500	5705	5555	31-Jan-22
489	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4405	5530	5300	29-Jan-22
490	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5195	5765	5495	28-Jan-22
491	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4395	5615	5295	27-Jan-22
492	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4095	5700	5185	25-Jan-22
493	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4200	6395	5805	24-Jan-22
494	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5300	5685	5495	22-Jan-22
495	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4605	5670	5400	21-Jan-22
496	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4625	5720	5300	20-Jan-22
497	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4380	4380	4380	17-Jan-22
498	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4595	4595	4595	04-Jan-22
499	Chhindwara	Saunsar	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5500	5650	5600	17-May-22
500	Chhindwara	Saunsar	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5650	5675	5670	12-May-22
501	Chhindwara	Saunsar	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5600	5750	5700	10-May-22
502	Chhindwara	Saunsar	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5720	5750	5750	06-May-22
503	Umariya	Umariya	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5005	5015	5010	28-Jun-22
504	Umariya	Umariya	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5000	5020	5010	26-Jun-22
505	Umariya	Umariya	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5000	5500	5200	08-Apr-22
506	Umariya	Umariya	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5600	5610	5605	15-Mar-22
507	Umariya	Umariya	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5200	5250	5225	13-Mar-22
508	Umariya	Umariya	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4550	4560	4555	28-Feb-22
509	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4500	5370	5370	24-Jun-22
510	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4341	5701	5701	20-Jun-22
511	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	2500	2550	2550	18-Jun-22
512	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	2500	5672	5511	17-Jun-22
513	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5101	5310	5310	16-Jun-22
514	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5655	5655	5655	14-Jun-22
515	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	3000	5760	5700	10-Jun-22
516	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4815	4815	4815	08-Jun-22
517	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	2800	5400	5200	07-Jun-22
518	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	1900	4901	4901	06-Jun-22
519	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4812	5000	4812	03-Jun-22
520	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5010	5751	5398	28-May-22
521	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4306	4306	4306	26-May-22
522	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4600	5400	5302	25-May-22
523	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5000	5000	5000	21-May-22
524	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	1700	5101	4600	14-May-22
525	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4200	4200	4200	12-May-22
526	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4300	5403	5403	09-May-22
527	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	3200	5300	4200	05-May-22
528	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5201	5201	5201	04-May-22
529	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5130	5130	5130	02-May-22
530	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5374	5374	5374	27-Apr-22
531	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5101	5101	5101	26-Apr-22
532	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4500	5200	5101	25-Apr-22
533	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4500	5200	5101	24-Apr-22
534	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5350	5350	5350	22-Apr-22
535	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	2645	5690	5200	12-Apr-22
536	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4800	4800	4800	08-Apr-22
537	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4200	4800	4650	06-Apr-22
538	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4200	5300	4450	05-Apr-22
539	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5300	5300	5300	04-Apr-22
540	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5680	5900	5900	26-Mar-22
541	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	2500	5400	4000	25-Mar-22
542	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	1640	5231	4550	24-Mar-22
543	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5720	5720	5720	23-Mar-22
544	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5400	5400	5400	21-Mar-22
545	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5680	5900	5900	19-Mar-22
546	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	2940	5760	5500	15-Mar-22
547	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	2800	5710	5211	14-Mar-22
548	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	3210	5768	5180	11-Mar-22
549	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4000	6050	5530	10-Mar-22
550	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	3240	5795	4950	09-Mar-22
551	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	2800	6000	4900	08-Mar-22
552	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	3300	5850	5460	07-Mar-22
553	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	3200	5999	5720	05-Mar-22
554	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	2200	6300	2900	04-Mar-22
555	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	3200	6061	5800	03-Mar-22
556	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	3210	5895	5600	28-Feb-22
557	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	3200	5731	5520	25-Feb-22
558	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	3210	5811	5510	24-Feb-22
559	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	2500	5820	5670	23-Feb-22
560	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	2520	5301	4900	22-Feb-22
561	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	2250	5770	5600	18-Feb-22
562	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	3810	5601	5350	17-Feb-22
563	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	1800	5475	5265	15-Feb-22
564	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	3000	4931	4340	12-Feb-22
565	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	2341	5131	4720	10-Feb-22
566	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	3185	5745	5420	09-Feb-22
567	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	2500	5425	4820	08-Feb-22
568	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	3550	4710	4150	04-Feb-22
569	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	3460	4720	4122	02-Feb-22
570	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	3510	5200	4850	31-Jan-22
571	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4820	4820	4820	29-Jan-22
572	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	3526	5422	5100	28-Jan-22
573	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	2860	5240	5000	27-Jan-22
574	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	3545	5111	4920	25-Jan-22
575	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	3620	5335	5065	22-Jan-22
576	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4111	5500	4300	20-Jan-22
577	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4700	4700	4700	19-Jan-22
578	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4521	5200	4800	18-Jan-22
579	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4900	5300	5200	13-Jan-22
580	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4900	5432	5200	11-Jan-22
581	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	2678	2678	2678	08-Jan-22
582	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4950	4980	4950	01-Jan-22
583	Chhindwara	Amarwda	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	6490	6500	6495	10-Nov-22
584	Chhindwara	Amarwda	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5875	6550	6212	07-Oct-22
585	Chhindwara	Amarwda	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	6350	6400	6375	29-Sep-22
586	Chhindwara	Amarwda	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5800	6000	5900	23-Sep-22
587	Chhindwara	Amarwda	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	6100	6200	6150	14-Sep-22
588	Chhindwara	Amarwda	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	6500	7000	6750	21-Aug-22
589	Chhindwara	Amarwda	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	6500	7000	6750	18-Aug-22
590	Chhindwara	Amarwda	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5590	5600	5595	17-Jul-22
591	Chhindwara	Amarwda	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5075	5100	5087	14-Jul-22
592	Sehore	Baktara	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	3300	3451	3400	28-Nov-22
593	Betul	Betul	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4700	5800	5300	04-Jul-22
594	Sagar	Kesli	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5900	6000	5950	07-Aug-22
595	Sagar	Kesli	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5370	5510	5440	22-Jul-22
596	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	2801	3991	2850	13-Dec-22
597	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	2880	3900	3590	29-Nov-22
598	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5800	5800	5800	02-Nov-22
599	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	6000	6000	6000	29-Sep-22
600	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	6301	6301	6301	28-Sep-22
601	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5801	5801	5801	19-Sep-22
602	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5101	5101	5101	31-Aug-22
603	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	6000	6000	6000	24-Aug-22
604	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	3200	3200	3200	18-Aug-22
605	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	6041	6041	6041	01-Aug-22
606	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5151	5151	5151	26-Jul-22
607	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4702	4702	4702	22-Jul-22
608	Sehore	Nasrullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4801	4801	4801	18-Jul-22
609	Raisen	Obedullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5800	5800	5800	15-Sep-22
610	Raisen	Obedullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	6001	6001	6001	24-Aug-22
611	Raisen	Obedullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	6200	6200	6200	03-Aug-22
612	Raisen	Obedullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4000	5500	5500	12-Jul-22
613	Raisen	Obedullaganj	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4500	4600	4500	10-Jul-22
614	Morena	Porsa	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	6000	6000	6000	21-Nov-22
615	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	3800	3800	3800	05-Nov-22
616	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5500	5500	5500	29-Oct-22
617	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5650	5810	5810	28-Oct-22
618	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4785	4785	4785	22-Sep-22
619	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4785	4785	4785	21-Sep-22
620	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5200	5250	5230	19-Sep-22
621	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	6000	6000	6000	22-Aug-22
622	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5805	6535	6345	05-Aug-22
623	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	6000	6000	6000	27-Jul-22
624	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	6000	6000	6000	26-Jul-22
625	Khargone	Sanawad	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4605	4605	4605	04-Jul-22
626	Umariya	Umariya	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5000	5050	5025	16-Jul-22
627	Umariya	Umariya	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5000	5100	5050	14-Jul-22
628	Umariya	Umariya	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5000	5050	5030	07-Jul-22
629	Umariya	Umariya	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5000	5050	5025	03-Jul-22
630	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4200	4250	4250	07-Dec-22
631	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5630	5630	5630	28-Nov-22
632	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	6565	6565	6565	20-Oct-22
633	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	4601	6565	6565	19-Oct-22
634	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	3201	6301	6301	28-Sep-22
635	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5600	5950	5800	08-Sep-22
636	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	7398	7398	7398	08-Aug-22
637	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	3000	6625	5800	04-Aug-22
638	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	6400	6600	6500	02-Aug-22
639	Vidisha	Vidisha	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	5040	5040	5040	04-Jul-22
